Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Power Efficiency [GFlops/Watts],Power Source,Power Quality Level,Optimized Run (HPL),Optimized Run (Peak Power),Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID
435,180,,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2020,Industry,"108,800",,"2,314.21","4,003.84",,,,,,,,Cluster,Xeon Gold 5218 16C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,None,16,Xeon Gold,ThinkSystem SR590,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179818
436,228,,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2020,Industry,"48,000",,"2,027.52","3,840.00",,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179819
437,311,Internet Company T DD1,"Lenovo RD350, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"118,400",,"1,728.88","3,978.24",,,,,,,,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,"2,100",Linux,Linux,None,8,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,329",179354
438,500,Internet Company T FF1,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",Service Provider T,Lenovo,China,2018,Industry,"29,920",,"1,316.84","2,393.60",,,,,,,,Cluster,Xeon Gold 6133 20C 2.5GHz,Intel Skylake,"2,500",Linux,Linux,None,20,Xeon Gold,ThinkSystem HR650X,Lenovo ThinkSystem,Gigabit Ethernet,25G Ethernet,Asia,"50,329",179351
439,488,,"Inspur TS10000, Xeon Gold 6248 20C 2.5GHz, Intel Omni-Path",Shanghai Jiao Tong University,Inspur,China,2019,Academic,"25,920",,"1,353.87","2,073.60",,,,,,,,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,"2,500",CentOS,Linux,None,20,Xeon Gold 62xx (Cascade Lake),Inspur TS10000,Inspur Cluster,Omnipath,Intel Omni-Path,Asia,"50,802",179848
440,128,Banting,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",Shared Services Canada,Cray/HPE,Canada,2019,Government,"53,200",,"2,676.74","4,085.76",,,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Cray Linux Environment ,Linux,None,20,Xeon Gold,Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,North America,"50,719",179862
441,139,Daley,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",Shared Services Canada,Cray/HPE,Canada,2019,Government,"53,200",,"2,598.28","4,085.76",,,,,,,,MPP,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Cray Linux Environment ,Linux,None,20,Xeon Gold,Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,North America,"50,719",179863
442,405,NA8,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179622
443,398,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179461
444,399,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179462
445,400,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,"50,758",179617
446,401,NA12,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179618
447,394,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179457
448,393,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179456
449,392,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179453
450,391,SB2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,"50,758",179448
451,390,SB3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,"50,758",179447
452,402,NA11,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179619
453,389,IA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179335
454,403,NA10,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179620
455,404,NA9,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179621
456,388,IA2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179334
457,387,IA3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179333
458,386,IA4,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179332
459,385,NA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179331
460,397,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179460
461,384,NA2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179330
462,406,NA7,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179623
463,407,IA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179624
464,408,HKA1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Hong Kong,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,"50,504",179627
465,409,NA6,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179632
466,383,NA3,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179329
467,382,NA4,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179328
468,410,SB5,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Singapore,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Asia,"50,758",179638
469,381,NA5,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Netherlands,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,503",179327
470,411,IA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Ireland,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,502",179709
471,416,NY A2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Norway,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,814",179717
472,414,NA14,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,503",179712
473,415,NA13,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,503",179716
474,417,NY A1,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Norway,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,814",179718
475,412,NA15,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Netherlands,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Europe,"50,503",179710
476,413,J2,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),Lenovo,Japan,2019,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,772",179711
477,395,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179458
478,396,,"Lenovo C1040, Xeon E5-2673v4 20C 2.3GHz, 40G Ethernet",Software Company (M),Lenovo,Ireland,2018,Industry,"57,600",,"1,649.11","2,119.68",,,,,,,,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,"2,300",Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Lenovo C1040,Lenovo Cluster,Gigabit Ethernet,40G Ethernet,Europe,"50,502",179459
479,319,TaiYi,"ThinkSystem SD530, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",Southern University of Science and Technology,Lenovo,China,2018,Academic,"32,400",,"1,686.54","2,488.32",,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Omnipath,Intel Omni-Path,Asia,"50,793",179572
480,453,TaiYi GPU,"ThinkSystem SD530, Xeon Gold 6140 18C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Southern University of Science and Technology,Lenovo,China,2018,Academic,"29,400","24,000","1,498.32","2,412.54",,,,,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,"2,300",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold,ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband EDR,Asia,"50,793",179571
481,221,,"Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 10G Ethernet",Telecom Company,Inspur,China,2019,Industry,"59,760","57,600","2,075.00","5,245.78",,,,,,,,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,"2,300",CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Asia,"50,591",179798
482,184,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,"47,320","44,800","2,282.00","4,368.00",,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,783",179833
483,187,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,"47,320","44,800","2,282.00","4,368.00",,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,783",179837
484,186,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,"47,320","44,800","2,282.00","4,368.00",,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,783",179836
485,185,,"Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet",Telecom Operator (C),Inspur,China,2020,Others,"47,320","44,800","2,282.00","4,368.00",,,,,,,,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,"2,600",Linux,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Inspur NF5468M5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Asia,"50,783",179835
486,482,,"INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet",Telecommunication Company,Inspur,China,2019,Industry,"34,000","32,000","1,389.00","2,953.60",,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold,INSPUR NF5288M5,Inspur Cluster,Gigabit Ethernet,100G Ethernet,Asia,"50,119",179611
487,133,Grace,"PowerEdge R640/R740/R840, Xeon Gold 6248R/6248R/6248, 24C 3.0GHz, InfiniBand HDR100",Texas A&M University,Dell EMC,United States,2020,Academic,"43,200","1,532","2,638.53","4,829.34",,,,,,,,Cluster,Xeon Gold 6248R 24C 3GHz,Intel Cascade lake,"3,000",CentOS,Linux,None,24,Xeon Gold 62xx (Cascade Lake),PowerEdge R840,Dell PowerEdge Cluster,Infiniband,Mellanox InfiniBand HDR100,North America,"48,957",179905
488,182,Longhorn,"IBM Power System AC922, IBM POWER9 20C 3.6GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR",Texas Advanced Computing Center/Univ. of Texas,IBM,United States,2019,Academic,"37,440","33,280","2,288.00","2,867.41",,,,,,,,Cluster,IBM POWER9 20C 3.6GHz,Power,"3,600",Redhat Linux,Linux,NVIDIA Tesla V100 SXM2,20,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Infiniband EDR,North America,"48,958",179714
489,25,Stampede2,"PowerEdge C6320P/C6420, Intel Xeon Phi 7250 68C 1.4GHz/Platinum 8160, Intel Omni-Path",Texas Advanced Computing Center/Univ. of Texas,Dell EMC,United States,2017,Academic,"367,024",,"10,680.70","18,309.22",,,,,,,,Cluster,Intel Xeon Phi 7250 68C 1.4GHz,Intel Xeon Phi,"1,400",CentOS,Linux,None,68,Intel Xeon Phi,PowerEdge C6320P,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,"48,958",179045
490,9,Frontera,"Dell C6420, Xeon Platinum 8280 28C 2.7GHz, Mellanox InfiniBand HDR",Texas Advanced Computing Center/Univ. of Texas,Dell EMC,United States,2019,Academic,"448,448",,"23,516.40","38,745.91",,,,,,,,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,"2,700",CentOS Linux 7,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),PowerEdge C6420,Dell PowerEdge Cluster,Infiniband,Mellanox InfiniBand HDR,North America,"48,958",179607
491,87,Ohtaka,"PowerEdge C6525, AMD EPYC 7702 64C 2GHz, Mellanox HDR Infiniband","The Institute for Solid State Physics, The University of Tokyo",Dell EMC,Japan,2020,Research,"215,040",,"3,486.10","5,120.00",,,,,,,,Cluster,AMD EPYC 7702 64C 2GHz,AMD Zen-2 (Rome),"2,000",Red Hat Enterprise Linux,Linux,None,64,AMD Rome,PowerEdge C6525,Dell PowerEdge Cluster,Infiniband,Mellanox HDR Infiniband,Asia,"50,562",179882
492,318,AFI-NITY,"PRIMERGY CX2550 M4, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR","Tohoku University, Institute of Fluid Science",Fujitsu,Japan,2018,Academic,"35,200",,"1,691.00","2,703.36",,,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,"2,400",Linux,Linux,None,20,Xeon Gold,PRIMERGY CX2550 M4,Fujitsu PRIMERGY,Infiniband,Infiniband EDR,Asia,"48,977",179561
493,137,,"Inspur TS10000, Xeon Gold 6258R 28C 2.7GHz, InfiniBand HDR100",Tsinghua University,Inspur,China,2020,Academic,"50,400",,"2,610.00","4,354.56",,,,,,,,Cluster,Xeon Gold 6258R 28C 2.7GHz,Intel Cascade lake,"2,700",Linux,Linux,None,28,Xeon Gold 62xx (Cascade Lake),Inspur TS10000,Inspur Cluster,Infiniband,InfiniBand HDR 100,Asia,"49,774",179827
494,153,Expanse,"PowerEdge R6525/C6525, AMD EPYC 7742, AMD EPYC 7742 64C, Mellanox HDR Infiniband",UCSD/San Diego Supercomputer Center,Dell EMC,United States,2020,Academic,"91,648","16,640","2,480.60","3,299.33",,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),"2,250",CentOS,Linux,None,64,AMD Rome,PowerEdge R6525,Dell PowerEdge Cluster,Infiniband,Mellanox HDR Infiniband,North America,"49,020",179904
495,61,Betzy,"Bull Sequana XH2000 , AMD EPYC 7742 64C 2.25GHz, Mellanox HDR Infiniband",UNINETT Sigma2 AS,Atos,Norway,2020,Academic,"172,032",,"4,724.79","6,193.15",,,,,,,,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),"2,250",RHEL 7.7,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR Infiniband,Europe,"50,713",179861
